DiaGas; Consumo 
11/10/2024;353,6400231
12/10/2024;262,8332897
13/10/2024;301,9632664
14/10/2024;730,9816763
15/10/2024;584,1791941
16/10/2024;553,2955672
17/10/2024;692,7267368
18/10/2024;378,4073183
19/10/2024;293,784617
20/10/2024;257,7583758
21/10/2024;566,1081626
22/10/2024;647,9611437
23/10/2024;664,5831327
24/10/2024;670,4519798
25/10/2024;426,5748024
26/10/2024;276,379055
27/10/2024;235,0128441
28/10/2024;762,1659526
29/10/2024;785,2817758
30/10/2024;973,9484112
31/10/2024;809,2542843
1/11/2024;378,3473937
2/11/2024;269,8015908
3/11/2024;508,7861216
4/11/2024;940,5162975
5/11/2024;956,121382
6/11/2024;820,7590281
7/11/2024;974,5750144
8/11/2024;709,1022804
9/11/2024;288,1383945
10/11/2024;562,9320382
11/11/2024;828,8461268
12/11/2024;861,3094052
13/11/2024;1093,710343
14/11/2024;1003,951744
15/11/2024;613,5599552
16/11/2024;320,2139767
17/11/2024;32,59676627
18/11/2024;324,0620764
19/11/2024;620,6006369
20/11/2024;323,6904063
21/11/2024;462,7608437
22/11/2024;387,8197078
23/11/2024;317,0557587
24/11/2024;195,9864564
25/11/2024;445,0337326
26/11/2024;494,0150682
27/11/2024;398,0202483
28/11/2024;349,0598927
29/11/2024;347,5977151
30/11/2024;345,4566641
1/12/2024;136,5918444
2/12/2024;259,0200123
3/12/2024;395,5094328
4/12/2024;340,1761984
5/12/2024;323,1715994
6/12/2024;334,0337365
7/12/2024;292,93325
8/12/2024;153,0937735
9/12/2024;351,7932687
10/12/2024;321,1843496
11/12/2024;383,5671028
12/12/2024;312,5636136
13/12/2024;354,3199212
14/12/2024;80,90272306
15/12/2024;184,0471053
16/12/2024;396,9022058
17/12/2024;569,9645989
18/12/2024;568,8936295
19/12/2024;435,4638723
20/12/2024;541,5581277
21/12/2024;226,9108432
22/12/2024;380,0566983
23/12/2024;498,5612099
24/12/2024;204,8392263
25/12/2024;94,74588767
26/12/2024;549,4862617
27/12/2024;296,0199617
28/12/2024;308,1785511
29/12/2024;402,2391536
30/12/2024;683,7747072
31/12/2024;163,3460341
1/1/2025;72,12109079
2/1/2025;334,1587443
3/1/2025;387,3372128
4/1/2025;325,0173111
5/1/2025;313,0973244
6/1/2025;367,9964822
7/1/2025;659,2717688
8/1/2025;669,7883086
9/1/2025;618,8270745
10/1/2025;469,4893997
11/1/2025;358,2188106
12/1/2025;511,1613964
13/1/2025;755,5294362
14/1/2025;726,3632511
15/1/2025;721,5043199
16/1/2025;754,1407516
17/1/2025;472,3793262
18/1/2025;307,4367864
19/1/2025;429,0705413
20/1/2025;901,1012572
21/1/2025;791,6431185
22/1/2025;772,4443875
23/1/2025;712,8670809
24/1/2025;479,5368223
25/1/2025;337,5965988
26/1/2025;447,9006736
27/1/2025;520,1421006
28/1/2025;419,3089312
29/1/2025;444,4567906
30/1/2025;456,9158212
31/1/2025;363,407392
1/2/2025;338,9267701
2/2/2025;100,3485475
3/2/2025;131,890862
4/2/2025;488,554675
5/2/2025;446,3284122
6/2/2025;355,5861824
7/2/2025;360,0579687
8/2/2025;339,1255093
9/2/2025;307,5105729
10/2/2025;263,5731231
11/2/2025;576,7537835
12/2/2025;778,3325422
13/2/2025;743,8481376
14/2/2025;584,8549135
15/2/2025;309,9528155
16/2/2025;535,6884524
17/2/2025;679,7204801
18/2/2025;844,2906964
19/2/2025;761,7955514
20/2/2025;755,208363
21/2/2025;538,450212
22/2/2025;292,0033718
23/2/2025;534,2351145
24/2/2025;683,6695461
25/2/2025;783,9598335
26/2/2025;664,2329243
27/2/2025;386,5681096
28/2/2025;582,7497356
1/3/2025;345,515847
2/3/2025;455,9465238
3/3/2025;644,37121
4/3/2025;744,2025781
5/3/2025;675,588634
6/3/2025;616,6173556
7/3/2025;553,487182
8/3/2025;338,7715263
9/3/2025;540,1143545
10/3/2025;380,8055634
11/3/2025;581,3589964
12/3/2025;456,5052717
13/3/2025;506,5356496
14/3/2025;455,8176818
15/3/2025;325,5425049
16/3/2025;305,2767351
17/3/2025;196,2135829
18/3/2025;466,2467064
19/3/2025;525,4923391
20/3/2025;1160,826479
21/3/2025;911,0404842
22/3/2025;318,8981409
23/3/2025;524,5008004
24/3/2025;1308,980238
25/3/2025;1122,549809
26/3/2025;1370,674956
27/3/2025;1305,94736
28/3/2025;935,3467281
29/3/2025;347,7187339
30/3/2025;728,7297603
31/3/2025;1288,29747
1/4/2025;677,3447972
2/4/2025;465,9638863
3/4/2025;1318,468529
4/4/2025;549,7983436
5/4/2025;457,9392075
6/4/2025;681,7197558
7/4/2025;1066,617114
8/4/2025;1045,55441
9/4/2025;922,9336823
10/4/2025;1044,343881
11/4/2025;905,6737091
12/4/2025;290,9094893
13/4/2025;732,5479421
14/4/2025;1061,373424
15/4/2025;1220,5174
16/4/2025;948,8656931
17/4/2025;288,1202829
18/4/2025;83,0369829
19/4/2025;147,4933369
20/4/2025;303,8603073
21/4/2025;1253,61446
22/4/2025;1143,598854
23/4/2025;661,8940195
24/4/2025;392,5276864
25/4/2025;805,2431416
26/4/2025;331,7378244
27/4/2025;676,238291
28/4/2025;1229,787439
29/4/2025;1139,35144
30/4/2025;877,3465651
