DiaGas;Consumo
6/4/2024;56,945923
7/4/2024;0,071933
8/4/2024;55,291521
9/4/2024;115,343765
10/4/2024;123,916494
11/4/2024;124,48306
12/4/2024;123,212119
13/4/2024;60,474018
14/4/2024;0,03596
15/4/2024;46,209837
16/4/2024;60,398475
17/4/2024;59,170206
18/4/2024;60,269978
19/4/2024;60,604056
20/4/2024;27,372733
21/4/2024;0,071862
22/4/2024;59,165718
23/4/2024;53,289888
24/4/2024;59,776396
25/4/2024;58,672781
26/4/2024;60,723752
27/4/2024;28,212831
28/4/2024;0,071938
29/4/2024;0,863548
30/4/2024;1,478673
1/5/2024;0,107957
2/5/2024;60,170793
3/5/2024;59,780617
4/5/2024;27,375509
5/5/2024;0,071979
6/5/2024;55,178767
7/5/2024;46,411185
8/5/2024;53,583575
9/5/2024;57,333583
10/5/2024;60,377755
11/5/2024;17,111849
12/5/2024;0,071942
13/5/2024;44,6355
14/5/2024;60,294061
15/5/2024;58,767893
16/5/2024;59,198392
17/5/2024;53,394964
18/5/2024;29,63713
19/5/2024;0,035927
20/5/2024;50,433443
21/5/2024;61,549062
22/5/2024;61,484008
23/5/2024;58,89389
24/5/2024;60,624843
25/5/2024;25,575403
26/5/2024;0,035898
27/5/2024;23,138819
28/5/2024;52,96616
29/5/2024;51,888633
30/5/2024;61,546236
31/5/2024;54,80131
1/6/2024;28,297158
2/6/2024;0,107856
3/6/2024;26,578774
4/6/2024;61,910291
5/6/2024;61,543762
6/6/2024;56,184373
7/6/2024;57,657834
8/6/2024;27,586218
9/6/2024;0,07213
10/6/2024;15,064433
11/6/2024;62,674763
12/6/2024;63,085363
13/6/2024;56,374626
14/6/2024;60,623922
15/6/2024;26,999949
16/6/2024;0,108296
17/6/2024;33,752081
18/6/2024;63,175844
19/6/2024;60,823042
20/6/2024;64,586414
21/6/2024;64,923318
22/6/2024;29,150105
23/6/2024;0,072076
24/6/2024;46,165399
25/6/2024;123,227836
26/6/2024;120,933026
27/6/2024;95,870833
28/6/2024;64,976603
29/6/2024;32,007764
30/6/2024;0,144407
1/7/2024;43,08684
2/7/2024;64,08898
3/7/2024;62,644555
4/7/2024;60,210526
5/7/2024;40,199167
6/7/2024;35,298835
7/7/2024;0,035965
8/7/2024;73,308653
9/7/2024;128,389315
10/7/2024;126,57064
11/7/2024;87,633961
12/7/2024;64,61161
13/7/2024;26,820369
14/7/2024;0,07208
15/7/2024;32,439506
16/7/2024;63,621147
17/7/2024;60,313563
18/7/2024;48,066532
19/7/2024;0,864737
20/7/2024;0,28793
21/7/2024;0,036015
22/7/2024;2,343235
23/7/2024;0,937412
24/7/2024;9,627287
25/7/2024;67,926455
26/7/2024;61,869248
27/7/2024;25,958884
28/7/2024;2,419037
29/7/2024;68,966343
30/7/2024;68,385416
31/7/2024;68,683269
1/8/2024;63,251608
2/8/2024;66,321772
3/8/2024;30,029781
4/8/2024;0,072097
5/8/2024;40,129691
6/8/2024;68,203386
7/8/2024;67,942892
8/8/2024;66,205462
9/8/2024;68,096041
10/8/2024;28,351879
11/8/2024;0,036136
12/8/2024;52,107364
13/8/2024;67,786678
14/8/2024;68,620011
15/8/2024;68,144826
16/8/2024;68,49645
17/8/2024;21,251514
18/8/2024;0,036086
19/8/2024;63,879096
20/8/2024;66,75354
21/8/2024;66,334236
22/8/2024;65,950779
23/8/2024;66,219396
24/8/2024;21,186682
25/8/2024;0,072327
26/8/2024;63,254204
27/8/2024;67,633136
28/8/2024;67,431073
29/8/2024;67,589212
30/8/2024;67,720644
31/8/2024;35,354893
1/9/2024;0,036044
2/9/2024;51,29296
3/9/2024;75,335705
4/9/2024;67,911152
5/9/2024;63,956472
6/9/2024;67,581823
7/9/2024;35,235669
8/9/2024;0,071925
9/9/2024;73,787431
10/9/2024;123,106431
11/9/2024;124,63211
12/9/2024;125,943357
13/9/2024;125,745166
14/9/2024;48,037907
15/9/2024;0
16/9/2024;0,071954
17/9/2024;44,914399
18/9/2024;61,532592
19/9/2024;34,091073
20/9/2024;54,602939
21/9/2024;32,214072
22/9/2024;0,072268
23/9/2024;51,911036
24/9/2024;76,302939
25/9/2024;119,028564
26/9/2024;129,570763
27/9/2024;87,935545
28/9/2024;33,449873
29/9/2024;0,072369
30/9/2024;0,758866
1/10/2024;22,14412572
2/10/2024;95,989623
3/10/2024;96,23584534
4/10/2024;97,15055271
5/10/2024;61,00787645
6/10/2024;20,11251227
7/10/2024;74,22152965
8/10/2024;97,55848915
9/10/2024;100,240813
10/10/2024;98,3607707
11/10/2024;95,79216411
12/10/2024;56,77843369
13/10/2024;24,14637341
14/10/2024;86,12493329
15/10/2024;93,21817706
16/10/2024;98,13059418
17/10/2024;101,5249338
18/10/2024;95,21085128
19/10/2024;66,07682804
20/10/2024;25,0666238
21/10/2024;76,11582956
22/10/2024;99,35375268
23/10/2024;100,6150027
24/10/2024;95,75320078
25/10/2024;97,42847638
26/10/2024;57,981797
27/10/2024;28,18036512
28/10/2024;76,99138465
29/10/2024;84,16662882
30/10/2024;103,9386392
31/10/2024;98,75151933
1/11/2024;98,42004371
2/11/2024;55,15200776
3/11/2024;22,24813356
4/11/2024;79,91727254
5/11/2024;102,627109
6/11/2024;95,70344412
7/11/2024;90,5286484
8/11/2024;86,92051035
9/11/2024;54,33755155
10/11/2024;20,89683125
11/11/2024;75,61684679
12/11/2024;98,42479317
13/11/2024;91,17168254
14/11/2024;102,1299748
15/11/2024;97,72537825
16/11/2024;61,7949077
17/11/2024;23,71896227
18/11/2024;31,00018935
19/11/2024;69,54926091
20/11/2024;97,63790632
21/11/2024;98,20958572
22/11/2024;98,38664679
23/11/2024;49,44249371
24/11/2024;27,61751836
25/11/2024;95,7701856
26/11/2024;103,5509942
27/11/2024;91,98842525
28/11/2024;96,82317066
29/11/2024;104,0513171
30/11/2024;57,06207114
1/12/2024;29,41512342
2/12/2024;83,81508526
3/12/2024;90,71236084
4/12/2024;105,5864654
5/12/2024;106,8005684
6/12/2024;100,1894385
7/12/2024;52,65324196
8/12/2024;27,96248846
9/12/2024;82,54811165
10/12/2024;98,58969556
11/12/2024;119,7060648
12/12/2024;48,25540057
13/12/2024;112,6438532
14/12/2024;28,54691906
15/12/2024;19,28157533
16/12/2024;90,38459284
17/12/2024;96,50712888
18/12/2024;100,6370185
19/12/2024;107,2283693
20/12/2024;106,3669797
21/12/2024;55,4966442
22/12/2024;29,17294332
23/12/2024;33,67813491
24/12/2024;30,39906729
25/12/2024;27,35376067
26/12/2024;107,8110787
27/12/2024;101,3504207
28/12/2024;69,82345315
29/12/2024;25,78870558
30/12/2024;96,33937422
31/12/2024;38,48953708
1/1/2025;28,62208979
2/1/2025;101,6243413
3/1/2025;102,6814328
4/1/2025;69,56546205
5/1/2025;48,88869444
6/1/2025;137,6528892
7/1/2025;204,4735308
8/1/2025;203,8079726
9/1/2025;188,8765265
10/1/2025;196,1330387
11/1/2025;114,0950766
12/1/2025;35,7610034
13/1/2025;115,2756362
14/1/2025;193,8377411
15/1/2025;193,0567109
16/1/2025;189,9290076
17/1/2025;183,2134452
18/1/2025;105,4104814
19/1/2025;28,81457529
20/1/2025;70,33087824
21/1/2025;195,4259055
22/1/2025;187,5387175
23/1/2025;184,7893589
24/1/2025;185,9482743
25/1/2025;106,3853868
26/1/2025;36,54186655
27/1/2025;57,11709757
28/1/2025;128,0462852
29/1/2025;177,1181726
30/1/2025;166,8101842
31/1/2025;158,636191
1/2/2025;99,31175013
2/2/2025;27,70539448
3/2/2025;34,16543201
4/2/2025;99,92548701
5/2/2025;164,5542722
6/2/2025;164,9913894
7/2/2025;166,6084197
8/2/2025;105,2764353
9/2/2025;38,82845194
10/2/2025;89,12591909
11/2/2025;164,9070225
12/2/2025;143,2742462
13/2/2025;160,9477536
14/2/2025;182,6271035
15/2/2025;108,5269985
16/2/2025;35,1098044
17/2/2025;70,81431415
18/2/2025;101,9362804
19/2/2025;90,11676145
20/2/2025;101,726699
21/2/2025;119,201201
22/2/2025;73,66583779
23/2/2025;41,57375953
24/2/2025;83,59629413
25/2/2025;104,7326315
26/2/2025;113,7080303
27/2/2025;116,5962666
28/2/2025;111,6584736
1/3/2025;74,93022296
2/3/2025;32,91795481
3/3/2025;96,71644704
4/3/2025;100,0464581
5/3/2025;105,873986
6/3/2025;105,1970216
7/3/2025;114,050718
8/3/2025;68,47983631
9/3/2025;40,74834549
10/3/2025;82,88310339
11/3/2025;150,1540004
12/3/2025;107,9130107
13/3/2025;164,6604986
14/3/2025;174,2128688
15/3/2025;85,31071986
16/3/2025;33,13992713
17/3/2025;32,03747785
18/3/2025;105,1665074
19/3/2025;178,6254461
20/3/2025;182,6479699
21/3/2025;179,0580832
22/3/2025;110,7238749
23/3/2025;36,89172336
24/3/2025;90,02039421
25/3/2025;167,4834957
26/3/2025;164,7101315
27/3/2025;181,0108264
28/3/2025;168,1557911
29/3/2025;103,7604129
30/3/2025;35,62700525
31/3/2025;92,40455342
1/4/2025;106,9287772
2/4/2025;111,6601643
3/4/2025;112,0572444
4/4/2025;110,4670736
5/4/2025;69,18571654
6/4/2025;54,63335376
7/4/2025;103,4525494
8/4/2025;116,241836
9/4/2025;114,0711653
10/4/2025;117,1146285
11/4/2025;111,0987821
12/4/2025;50,23073532
13/4/2025;43,69996405
14/4/2025;41,21604836
15/4/2025;44,32404704
16/4/2025;40,13436013
17/4/2025;39,13859287
18/4/2025;39,3558549
19/4/2025;36,36948094
20/4/2025;28,70257233
21/4/2025;88,10591688
22/4/2025;99,94770728
23/4/2025;104,6720075
24/4/2025;105,1488404
25/4/2025;108,3282116
26/4/2025;57,13855744
27/4/2025;39,79504002
28/4/2025;86,21838141
29/4/2025;104,7817133
30/4/2025;96,77395913
