DiaGas; Consumo 
19/7/2024;2956,926047
20/7/2024;2958,528285
21/7/2024;2944,440825
22/7/2024;2953,725452
23/7/2024;2963,511373
24/7/2024;2971,944672
25/7/2024;3024,510365
26/7/2024;3012,289866
27/7/2024;2958,255591
28/7/2024;2949,260372
29/7/2024;2943,328045
30/7/2024;2954,665016
31/7/2024;2973,791788
1/8/2024;2982,729095
2/8/2024;2964,892531
3/8/2024;2935,060426
4/8/2024;2882,276115
5/8/2024;3013,236757
6/8/2024;2836,872375
7/8/2024;2770,412158
8/8/2024;3008,738748
9/8/2024;3023,932369
10/8/2024;2987,967778
11/8/2024;2930,918793
12/8/2024;3039,041638
13/8/2024;2998,90864
14/8/2024;3004,345036
15/8/2024;2993,499031
16/8/2024;3006,533607
17/8/2024;2992,345429
18/8/2024;2963,929563
19/8/2024;2990,627999
20/8/2024;3028,404076
21/8/2024;3001,163056
22/8/2024;2987,407555
23/8/2024;3004,719839
24/8/2024;2997,373663
25/8/2024;3004,813447
26/8/2024;3031,542707
27/8/2024;3015,401517
28/8/2024;3024,041485
29/8/2024;3037,521101
30/8/2024;2928,287293
31/8/2024;2906,204368
1/9/2024;2773,393307
2/9/2024;2988,062148
3/9/2024;3028,831821
4/9/2024;3036,57643
5/9/2024;3051,496983
6/9/2024;3024,567544
7/9/2024;2990,82166
8/9/2024;2363,355117
9/9/2024;3003,525768
10/9/2024;2959,975968
11/9/2024;2934,855938
12/9/2024;2993,936312
13/9/2024;2894,215499
14/9/2024;2787,942483
15/9/2024;2745,05964
16/9/2024;2873,385378
17/9/2024;2955,862219
18/9/2024;2958,247506
19/9/2024;2962,306743
20/9/2024;2852,622815
21/9/2024;1921,273149
22/9/2024;36,564346
23/9/2024;525,342758
24/9/2024;523,201553
25/9/2024;478,962455
26/9/2024;964,193165
27/9/2024;1019,547543
28/9/2024;1215,465319
29/9/2024;1365,561178
30/9/2024;1394,609892
1/10/2024;1498,03233
2/10/2024;2611,413911
3/10/2024;2864,995893
4/10/2024;2784,859361
5/10/2024;2916,147402
6/10/2024;2895,682646
7/10/2024;2869,624933
8/10/2024;2892,728566
9/10/2024;2883,391742
10/10/2024;2934,863922
11/10/2024;2944,513558
12/10/2024;2362,172421
13/10/2024;2713,137321
14/10/2024;2788,7745
15/10/2024;2876,790235
16/10/2024;2851,822424
17/10/2024;2924,165007
18/10/2024;2922,034893
19/10/2024;2947,053451
20/10/2024;2886,308397
21/10/2024;2945,440872
22/10/2024;2912,208733
23/10/2024;2955,217314
24/10/2024;2986,968506
25/10/2024;2955,447596
26/10/2024;3022,607192
27/10/2024;2945,173938
28/10/2024;3014,302545
29/10/2024;2990,7807
30/10/2024;2991,422926
31/10/2024;2989,502165
1/11/2024;3007,45343
2/11/2024;2953,001977
3/11/2024;2950,486435
4/11/2024;3051,91344
5/11/2024;3062,820347
6/11/2024;3089,527408
7/11/2024;3063,157246
8/11/2024;3085,607354
9/11/2024;3095,296928
10/11/2024;3000,87585
11/11/2024;3036,528353
12/11/2024;1527,507833
13/11/2024;1862,149421
14/11/2024;2923,624642
15/11/2024;3017,560721
16/11/2024;2946,30365
17/11/2024;2926,049176
18/11/2024;2867,789946
19/11/2024;2945,226231
20/11/2024;3011,297708
21/11/2024;2965,125878
22/11/2024;2960,084636
23/11/2024;2930,030509
24/11/2024;2866,594828
25/11/2024;2925,300769
26/11/2024;2959,493209
27/11/2024;2979,954724
28/11/2024;3004,845786
29/11/2024;3008,909934
30/11/2024;2943,632137
1/12/2024;2788,222265
2/12/2024;2838,558027
3/12/2024;2567,479436
4/12/2024;3029,39562
5/12/2024;3011,193067
6/12/2024;2995,516708
7/12/2024;2908,047368
8/12/2024;2845,510736
9/12/2024;2872,029454
10/12/2024;1486,984838
11/12/2024;2140,695123
12/12/2024;2977,269055
13/12/2024;2990,925526
14/12/2024;2968,847918
15/12/2024;2646,295448
16/12/2024;2859,176828
17/12/2024;2942,57641
18/12/2024;2828,425828
19/12/2024;2678,15005
20/12/2024;2951,8457
21/12/2024;2896,34527
22/12/2024;2804,396703
23/12/2024;2729,856938
24/12/2024;2699,173882
25/12/2024;2747,207895
26/12/2024;2908,412741
27/12/2024;2876,148783
28/12/2024;2890,186818
29/12/2024;2814,29308
30/12/2024;2686,448669
31/12/2024;2727,867525
1/1/2025;2794,39597
2/1/2025;2944,419858
3/1/2025;2997,552209
4/1/2025;2983,980998
5/1/2025;2904,327007
6/1/2025;3055,941908
7/1/2025;3108,852798
8/1/2025;3146,471008
9/1/2025;3108,223677
10/1/2025;3133,436976
11/1/2025;3088,858362
12/1/2025;2951,155544
13/1/2025;3045,199287
14/1/2025;3042,058986
15/1/2025;2954,138899
16/1/2025;3114,177796
17/1/2025;2943,506771
18/1/2025;3004,829847
19/1/2025;2945,168328
20/1/2025;3079,994768
21/1/2025;3130,482899
22/1/2025;3029,936177
23/1/2025;2955,235459
24/1/2025;3038,360266
25/1/2025;2977,132963
26/1/2025;2909,672081
27/1/2025;3018,450688
28/1/2025;2859,071898
29/1/2025;1095,530929
30/1/2025;2352,982215
31/1/2025;2879,137104
1/2/2025;2842,763211
2/2/2025;2846,047504
3/2/2025;2808,223911
4/2/2025;2915,43815
5/2/2025;3012,300417
6/2/2025;3013,016933
7/2/2025;3055,000552
8/2/2025;2926,849726
9/2/2025;2910,689138
10/2/2025;2877,524382
11/2/2025;2876,705762
12/2/2025;2815,955453
13/2/2025;2965,270917
14/2/2025;3082,327247
15/2/2025;3043,298002
16/2/2025;2914,337909
17/2/2025;3036,273188
18/2/2025;2910,637544
19/2/2025;2967,991697
20/2/2025;3049,968194
21/2/2025;3049,32686
22/2/2025;2988,699434
23/2/2025;2892,248323
24/2/2025;2882,11764
25/2/2025;1481,607082
26/2/2025;1345,485878
27/2/2025;2039,665344
28/2/2025;2339,525028
1/3/2025;2818,140087
2/3/2025;2830,526827
3/3/2025;2828,036849
4/3/2025;2801,28465
5/3/2025;2893,98471
6/3/2025;2853,353449
7/3/2025;2800,867896
8/3/2025;2853,482298
9/3/2025;2871,367257
10/3/2025;2927,312769
11/3/2025;3023,624534
12/3/2025;2737,682302
13/3/2025;2906,089612
14/3/2025;2840,889128
15/3/2025;2623,003279
16/3/2025;2459,114669
17/3/2025;2464,202393
18/3/2025;2712,989744
19/3/2025;1458,842404
20/3/2025;2870,594361
21/3/2025;2845,539524
22/3/2025;2804,739392
23/3/2025;2378,910586
24/3/2025;2766,162632
25/3/2025;2842,383409
26/3/2025;2843,737814
27/3/2025;2836,980566
28/3/2025;2764,838824
29/3/2025;2790,069197
30/3/2025;2452,245738
31/3/2025;2694,8418
1/4/2025;2852,865813
2/4/2025;2856,060597
3/4/2025;2824,682398
4/4/2025;2830,394282
5/4/2025;2774,699027
6/4/2025;2436,941594
7/4/2025;2815,388058
8/4/2025;2823,439245
9/4/2025;2821,617321
10/4/2025;2799,480278
11/4/2025;2804,922912
12/4/2025;2763,150317
13/4/2025;2442,825534
14/4/2025;2946,651912
15/4/2025;2845,965782
16/4/2025;2942,785725
17/4/2025;2749,628799
18/4/2025;2736,184072
19/4/2025;2741,05335
20/4/2025;2474,199517
21/4/2025;2837,270527
22/4/2025;2811,659147
23/4/2025;2781,654818
24/4/2025;1119,307821
25/4/2025;2260,196556
26/4/2025;2804,74234
27/4/2025;2477,2972
28/4/2025;2810,497138
29/4/2025;2709,316995
30/4/2025;2495,87461
